durasi;REV_VOICE;Rasio.on.net;REV_SMS;REV_DATA
61.66666667;30936;1;8383.333333;73074.33333
807.3333333;82218.66667;0.991999642;95399.66667;60
99.33333333;94954.33333;0.955770712;14650;366274
43.33333333;10427;1;12733.33333;66373.33333
405.6666667;25000;0.782647796;7425;73127.66667
65.33333333;139625.6667;0.921020171;28716.66667;90
16.66666667;32124.66667;0.94848044;58566.66667;1320
1230.666667;210649.6667;0.932403806;21275;152253
143.3333333;30821.66667;0.967539683;16500;24589.33333
1260.333333;260141;0.819071086;16700;300129
564;304392.3333;0.997835498;8669;54210
640;101377.6667;0.996491228;36075;60
312.6666667;39263;0.98961039;16308.33333;12
39.33333333;43098.33333;0.765191388;38908.33333;590.3333333
101.3333333;128042.6667;0.304214174;19991.66667;83814
1511;201914.6667;0.98533379;18675;60
986;41135.66667;0.991152289;66641.66667;2595
544.3333333;21450;0.918253968;57925;100
31;14802;0.979166667;46075;60829.33333
276.3333333;57909.66667;0.994910942;7550;7275
24.33333333;25646;0.805291005;8733.333333;96765.33333
0.5;656.5;1;36820;20946.5
187.6666667;32278.33333;0.957016027;9433.333333;88748
100.6666667;29921;0.976190476;5108.333333;28995.33333
81.33333333;14066;0.454365079;3916.666667;29245
117.3333333;9252.333333;1;9241.666667;358136
1039;447352;0.849319279;666.6666667;498831.3333
120.3333333;39696.66667;0.530699718;2375;41467.66667
58;96514;0.944893832;16100;33025
5;5726;0.333333333;275;100835
914.6666667;114059.3333;0.999626308;52308.33333;39335
2;4950;0;6900;108332
668.3333333;39375.33333;1;7091.666667;200419.6667
1904;65312.33333;0.998449612;2166.666667;120
185.6666667;132346.3333;0.731590648;14125;45402.66667
30;52581;0.937248832;19891.66667;3035
54;22124;0.879171824;3065.666667;126663.3333
29.33333333;40319.33333;0.824579676;558.3333333;186362
27.66666667;46121.33333;0.969281046;11658.33333;31984
57.33333333;84594;0.899308186;10725;30936
65;7377;0.962962963;27533.33333;20001
471.6666667;47070.33333;0.69589737;11850;60
88.66666667;77750.66667;0.694190234;5758.333333;127403
17.66666667;44164;0.68960962;20158.33333;55000
48;149715;0.82907679;25116.66667;59214.33333
227.6666667;46695.66667;0.937167594;9375;12060
686.6666667;75862.33333;1;4817;65000
130.3333333;122189.6667;0.987163041;28983.33333;1650
22.33333333;36235.33333;0.555892601;44950;1520
34;20559;0.930555556;2383.333333;56670
5.333333333;15064;0.548148148;1041.666667;121833.3333
162;77799.33333;0.992366412;9375;60
242.6666667;94709;0.739774314;12316.66667;31433.33333
52;31777.66667;0.880563881;6483.333333;90766.66667
148.6666667;195196.6667;0.875776926;4283.333333;930
65;29335.66667;0.914520647;4400;100275
1;4381.666667;0.941176471;4150;62333.66667
2577.333333;469422.3333;0.973324317;29075;31346.66667
632;154416;0.957354458;575;125980.5
1075;696164.3333;0.890231634;26233.33333;437826.6667
28;39627.66667;0.873019616;7666.666667;85978.66667
67;15018.5;0.541666667;4016.666667;130269.3333
32.66666667;11466.66667;1;1100;70403.33333
150;56287.33333;0.992424242;16366.66667;256
102.6666667;75194.66667;0.989384289;24980.66667;120
149.5;11210.5;1;36110.66667;31353
31.33333333;10680.33333;0.875;5766.666667;110666.6667
1331.666667;120878.6667;1;64958.33333;8897
317.6666667;64809.33333;0.990583804;24616.66667;50445.66667
3.666666667;17380;1;3883.333333;89459.66667
197;161699.3333;0.830049441;5333.333333;330
1998;108709.3333;1;8816.666667;60
338.6666667;164791.3333;0.959690045;5666.666667;1500
1.666666667;3435;0.833333333;4000;35452.33333
1290.666667;115615.6667;0.996928726;37366.66667;51717
1354;70597;1;5516.666667;1148
274;90386.33333;0.924542359;37800;32967.66667
1333.333333;549593;0.906720606;61083.33333;114040.3333
2;6921;0.822222222;5325;152333.6667
808.3333333;92745.33333;0.992982456;18483.33333;316444.6667
30;8605.333333;1;28491.66667;16100
41;43458.33333;0.86028886;275;108462.6667
538.3333333;188147;1;10200;92894.66667
996;147043.3333;0.979889207;22458.33333;1640
51;71898.66667;0.732093612;4308.333333;234738.3333
7;9356;1;550;130080
1430.666667;68925.66667;0.975566045;53991.66667;136685.6667
5;15875;1;5312.5;100001
172.6666667;209123.3333;0.989647945;20650;79897.66667
2084.333333;119910.6667;0.991087344;31723.33333;29193.33333
165;161157.3333;0.60321204;4300;88855.33333
52.66666667;17771;0.802808303;2975;48666.66667
4.333333333;11578.66667;0.598148148;16283.33333;50931.66667
13;23851.66667;0.43328017;12058.33333;52981
5.5;4687.333333;0.8;737.5;105085.6667
203.6666667;48354.33333;0.959405074;7008.333333;46116.33333
280;97986;0.986437726;750;5800.333333
295.6666667;85148.66667;1;6966.666667;210
142.6666667;41194;0.743538869;32425;52916
234;170783.6667;0.602404064;4775;11329.33333
139.3333333;52987.33333;1;11883.33333;526
0.333333333;2717.666667;1;6975;59610.33333
170;117382.6667;0.961836245;15600;3500
90.33333333;12933.33333;1;15325;69065.33333
99;41314.66667;1;11108.33333;20000
1239;106965.3333;0.914758083;16775;4340.333333
273.6666667;81582;0.919110175;63675;5623.666667
35.66666667;22244;0.844444444;28250;27518
423.6666667;553351.6667;0.994821831;41058.33333;20000
292.3333333;237041.6667;0.846051721;6825;25001
305;268372.6667;0.912164088;16516.66667;377218
78.33333333;109546.3333;0.835433304;6066.666667;227224.3333
404.3333333;83401.66667;1;3250;4620
257.3333333;120069.3333;0.942165057;71475;91.5
813.6666667;145957.6667;0.939554397;4191.666667;472648.6667
1317.333333;155988.6667;1;14658.33333;211004
27.33333333;68406;0.740334884;8083.333333;19925
1236.666667;118625;1;7616.666667;43245.66667
0.5;4862;1;1850;72664.66667
163.6666667;106741;1;14050;2512.5
1054;70411.33333;1;20233.33333;60633.66667
345;23002;1;2383.333333;84692.33333
67.66666667;49795.66667;0.978971299;87408.33333;4060
4.666666667;4150;0.814814815;982.6666667;109710
173;21967;0.998050682;4033.333333;81020
134.3333333;122489.6667;0.800701196;24841.66667;270791.6667
994;58032;0.988532968;1850;108797
334.3333333;39509;1;7958.333333;7770.5
254;63169.33333;0.98618195;9575;7780
0.333333333;2241;0.6;10958.33333;58850.66667
136;82068.66667;0.898938958;18383.33333;120
86.33333333;82449;1;4075;48738
411.3333333;20585.66667;1;22325;45009.33333
48.33333333;8118.333333;0.981481482;105941.6667;100
107.3333333;61615.33333;0.562732742;46025;60
547.3333333;106012.3333;1;6771.333333;36974.66667
141.3333333;181501.3333;0.995098039;18091.66667;134219.3333
251;60284;1;32075;29595.33333
39;31519.33333;0.983333333;7983.333333;2280
25.33333333;36519.33333;0.899991766;16633.33333;74766.66667
132;76770.66667;0.946537148;12141.66667;23934.33333
12.66666667;7298.333333;0.65;6575;49010.66667
639;109522.6667;0.990125816;8383.333333;7242
615.3333333;73737.33333;0.999470058;5033.333333;3250
12;25487.33333;0.48015873;1375;75000
189;24153;0.978333333;53783.33333;20109.5
2386;38578.33333;1;8300;3420
2;10517.5;0.5;34708.33333;70413.33333
66;19319.66667;0.950980392;50;101105
16.66666667;15764.66667;0.888425926;36478.66667;10033.33333
838.6666667;71708.33333;0.988773524;9931;88650
269;233766;0.915563546;41950;114170
10.33333333;38924.66667;0.633634993;18400;25001
51.33333333;22542;0.875;4200;171381.3333
109.6666667;126765.3333;0.988864004;37671.66667;122318
147.3333333;63661.66667;1;2925;9572
40.33333333;55543.66667;0.968611848;35975;37012.33333
1769.666667;205072.3333;0.98493186;19533.33333;120
1;2123;1;2050;82113.33333
294.3333333;51214.66667;0.980407806;6708.333333;157608
289.3333333;56817.66667;0.946829306;16091.66667;981.6666667
639.6666667;143667.3333;0.893800987;10575;1080
296.6666667;145797.3333;0.98932065;6641.666667;22938.66667
32;42032;0.9733514;44483.33333;480
1108;149449.3333;0.97235023;23825;6709.666667
144.3333333;123978;0.71761913;600;139143.3333
28.66666667;35859.66667;0.687423687;97716.66667;60
169.6666667;30839.33333;0.980952381;19197.66667;1000
300;229826.3333;0.894203563;26000;44916.5
362.6666667;243454;0.963790571;84150;540
824.3333333;128812;0.975147561;3062.5;28700
145.3333333;96948;0.93089559;11708.33333;219609.3333
28;25376;1;4462.5;76333.33333
23.33333333;14358;0.972222222;4841.666667;88021.66667
73;28637.66667;0.996763754;89816.66667;43474
281.6666667;78595;0.994623656;32150;708.3333333
87.33333333;61197;0.912692403;79775;60
2;5577.666667;1;1600;95326.66667
1796.333333;113060.3333;0.98215924;17575;176708
152.3333333;67655.66667;0.935435435;13049;76645.5
59.66666667;15943.33333;1;4908.333333;78158
471.6666667;138030.6667;0.978670635;12000;25330
149.3333333;63592.33333;0.992907801;26508.33333;42008.33333
229;132383.6667;0.880772296;1025;4168
2.333333333;3868;0.833333333;2583.333333;264574.6667
312.3333333;83435.33333;0.845979519;22933.33333;3240
1130.333333;213447;0.999683143;17250;2890
62;79397.66667;1;4633.333333;76.5
865;133536.3333;0.95431966;32075;76787
53.66666667;11739;0.725872507;14037.33333;265517.3333
41;24670.33333;0.588888889;5158.333333;61820
64.66666667;68214.66667;0.728458781;33366.66667;183457.3333
67.33333333;19799.66667;0.968106996;48608.33333;1500
2.5;13506;1;46050;20479
5359.666667;223997;0.998422446;11025;12918.66667
50.33333333;26091.66667;0.618981482;3883.333333;140142
3.333333333;10324.33333;0.983333333;6350;18327
229.3333333;304223;0.582220419;6333.333333;158666.6667
49.66666667;37032.66667;1;106468;10020
35.66666667;32608.33333;0.966195978;3291.666667;29625.33333
126.3333333;206892;1;38841.66667;25150.5
16.66666667;5412.333333;0.9375;887.5;72950.33333
17.33333333;47650;1;36491.66667;18570
64;89108;1;19033.33333;246323.6667
2;7962.666667;0.623931624;19558.33333;9421
26.33333333;62867;0.992424242;375;73956
75.66666667;75993.33333;0.780981304;24275;390810.6667
76;33319;1;7441.666667;60
184.3333333;45176.33333;0.990740741;62966.66667;102047.3333
3;4816.666667;1;4083.333333;130003.3333
327.3333333;25023.66667;1;6266.666667;20591
9608.333333;259555;0.984776263;58466.66667;60
515.3333333;108944.3333;1;7350;109666.6667
2.333333333;3360.333333;0.897435897;3703;166666.6667
7;26843.33333;0.634012539;15925;396700
551.3333333;55439.33333;1;4050;180
65.33333333;57069;1;16958.33333;34541
1.333333333;2579.333333;1;13325;130100
30.66666667;35656.33333;0.618470419;11550;72500.66667
87;51148;0.657708234;12618;10000
30.33333333;33739.33333;0.920518659;22400;19433.33333
13.66666667;35993;0.95973064;46683.33333;5001
2.5;7320.5;0.6875;4587.5;106667.6667
159.5;21919.5;1;5975;71083.66667
595.3333333;111934;0.978139179;3541.666667;10205.33333
658;108462;0.975085454;16525;3222
51.33333333;25208.33333;0.977663863;18125;17945.33333
11.66666667;15347.33333;0.656018519;6283.333333;171790
454.3333333;193894;0.972411794;10600;60
197.6666667;121324.6667;0.996453901;6075;25103
3.333333333;15783.33333;0.364379085;2541.666667;24000
93;56223.33333;0.84962963;22325;50490.66667
39.33333333;49846.33333;0.895301192;28708.33333;4986
1168.333333;205590.3333;0.947216892;86675;4620
7.333333333;18465.33333;0.357954546;65941.66667;60
179.6666667;29533;0.985507246;9733.333333;51930.33333
67.33333333;28219.33333;0.815934066;37349.33333;36190.5
334.3333333;133381.3333;0.960095826;3825;101160
233.3333333;97973;0.981827432;13183.33333;215147.6667
243;140298;0.998498499;19133.33333;156893.3333
437.6666667;66492;1;7358.333333;28732
76.33333333;126365.3333;0.498172153;4550;61980
2237;139336.6667;1;27887.5;1311
132;70608.33333;0.837759463;17133.33333;5550
24.33333333;66772.33333;0.542598095;44933.33333;64328
106.6666667;107686.6667;1;10366.66667;27403.33333
112.3333333;86724;0.836578344;37150;318980
2;6044.666667;0.933333333;9325;75000
162.6666667;249852.6667;0.502545352;24391.66667;119034.6667
604;45978.66667;0.997076023;7600;392
175.3333333;180076;0.631433381;19808.33333;2820
301.6666667;274760.6667;0.96904698;16800;114840.6667
151.6666667;129223.6667;0.825837743;31116.66667;123355.3333
29.33333333;37894.33333;1;50591.66667;180
380.3333333;106137;0.994252874;32116.66667;2927
938.3333333;98083.33333;0.995726496;20708.33333;13397.5
529.3333333;200975;0.910020414;53566.66667;330
46;20209.66667;0.933333333;30366.66667;43693.66667
19.33333333;36229.33333;0.8841857;1358.333333;547212.3333
442;141401.6667;0.941853929;37816.66667;254675.6667
299.3333333;246848;0.822159667;96050;2633.666667
116.3333333;16144.66667;1;5564.666667;85827.66667
12;32476;0.976762821;41776.66667;33334.33333
28.66666667;24343;0.978174603;3066.666667;120932.3333
689.3333333;125705;0.982914039;7966.666667;70168
1;1350.333333;0.7;3253.666667;77172.66667
276.6666667;138712;0.982093254;17550;32885
204.6666667;47199;0.943326271;20425;50001
10.66666667;8436;0.979166667;425;232706.6667
112.6666667;38066;1;12108.33333;29650
11.33333333;28892.66667;0.776190476;687.5;68813.33333
151;75393.33333;0.995867769;8350;9235.5
211.6666667;257146.6667;0.884211666;30883.33333;387419.3333
471;75313.66667;0.946628652;28658.33333;18779.33333
57.66666667;81934.33333;0.568071336;26225;540
289.3333333;65294.33333;0.981238958;2450;60
210.5;32002.5;0.977272727;4862.5;93805.33333
20.33333333;10630.66667;1;5358.333333;93865.33333
649.3333333;120605.3333;0.979345324;7250;1744
0;838.6666667;0.75;850;205573
70.66666667;64160;0.955098039;26341.66667;56636.66667
88.66666667;85237.33333;0.945201352;19366.66667;12338
148;129169.6667;0.998783455;12650;23274.5
2;9178.666667;0.588888889;3975;31086.66667
2248.333333;279176.6667;0.980097816;59791.66667;6666.666667
1232.333333;110944;1;12033.33333;13598.33333
69.33333333;40112;0.866776316;15900;29801
32;32097;0.77303523;9783.333333;78835.33333
29.66666667;23147.66667;1;52337;222.5
8.666666667;22334;0.261640212;5225;81134.66667
246.6666667;42654;0.986486487;98641.66667;75021.66667
497.3333333;82158.33333;0.994987469;2241.666667;152307.6667
487.6666667;131840;0.991337931;25066.66667;60
231.3333333;265137.3333;0.684510779;43266.66667;204151
1789;49991;0.953639083;6175;76721.66667
97.33333333;44936.66667;0.921282825;17675;500
797;88448;0.995833333;7716.666667;60
14.66666667;33718.33333;0.661538462;1925;147703
2.666666667;6068.333333;0.833333333;4141.666667;60040
47;29195;1;8141.666667;12013.33333
336.3333333;80174;0.853209653;2941.666667;240
79.5;48465;0.808558559;20466.66667;43641.66667
38.33333333;16602.33333;1;2525;56206.66667
531.6666667;294938;0.828476931;13025;168315.6667
50.66666667;47248;0.930356194;7408.333333;1317.5
46;64808;0.964542917;3825;32497.33333
806.3333333;77049.33333;0.99669967;32041.66667;21768.66667
182;66348.33333;0.985507246;37150;39268
12.66666667;5122.333333;0.888888889;19588.33333;61306.66667
194.6666667;65662;0.954026166;35391.66667;64820
79.66666667;36862.66667;1;45383.33333;68208.66667
141;86372.66667;0.912121212;23975;131398.3333
1012;58611;1;21016.66667;15028.66667
262;70030;1;2058.333333;36454.66667
491.3333333;124822;0.99378882;841.6666667;1978
2390;219100;0.984719832;57341.66667;90
62.66666667;45381.33333;0.925063825;5483.333333;7857.5
392;217712.6667;0.929260137;29516.66667;239191
1115;209618.3333;1;26883.33333;208392
428;87644.66667;0.988720725;23900;180
44.66666667;22634;1;5600;61714
43.33333333;20978.66667;0.49957265;28975;65612.33333
97.33333333;29537;1;2183.333333;44137.33333
611;144096.3333;0.997150997;87141.66667;42235
165.6666667;51843;0.983041266;26566.66667;1062
62.33333333;18552;1;79466.66667;8000
359;100743.3333;0.995562123;5875;5560
402.3333333;28114;0.882395382;33461.66667;183374.6667
105.3333333;19195.66667;0.90993266;18458.33333;56641
210;85362.66667;0.90361056;18564.66667;65269
13;26918;0.715555556;74216.66667;9480
3.333333333;5922.333333;1;1112.5;169620.6667
0;658;1;4741.666667;467693.6667
676.3333333;313166.6667;0.998862344;41150;198333.3333
29;30328;0.934491909;45298.33333;33700
125;90127.33333;0.98974359;733.3333333;90
31;52998.33333;0.703703704;4766.666667;250003
91;63930;1;2625;13890.5
55.66666667;65360.66667;0.849577295;9433.333333;50000
51.66666667;54038.66667;0.991452992;5541.666667;11884
49.33333333;60867.66667;0.914792842;6766.666667;11393.33333
7.666666667;32532.66667;0.974358974;687.5;90600
188.3333333;34355.33333;1;17588;43099
184;80901;0.953143491;2900;104104
1909.333333;199119;0.977003451;18936.66667;701.5
54;132017.3333;0.95399222;13916.66667;981
34.33333333;24348.66667;0.948717949;733.3333333;75000
367.6666667;25225.33333;0.971428571;11308.33333;143844
105.6666667;75736.66667;0.856565657;45283.33333;19978.33333
0;1401.333333;1;303833.3333;68200
56;15361.66667;1;95300;2950
3.333333333;13093.66667;0.856227106;4300;1698044
87.33333333;14577.66667;1;28659.66667;95040.66667
97.33333333;54863.33333;0.963816337;24893.33333;50001
52.33333333;56976;0.946524064;3083.333333;151293.3333
424.3333333;187598.6667;0.905679746;2866.666667;220134
16.33333333;17422.66667;0.549191607;8492.333333;61960.33333
1620.333333;116987.3333;1;32000;70409.33333
56.33333333;103771;0.968882396;115733.3333;116000
4.333333333;11576.33333;0.883333333;12675;25692
2473;121063;0.998628258;17832.33333;5250
98;468.3333333;1;3578.333333;112679.6667
131.6666667;83762;0.995983936;30216.66667;44954.66667
10.33333333;31742.66667;0.732142857;1500;660
15.66666667;16756;0.940706544;1600;67997.66667
742.6666667;55650;1;25712.66667;47403.33333
720.3333333;173418.6667;0.989664083;9108.333333;15000
6.666666667;26704.66667;0.499455338;3108.333333;75308
47.66666667;6721.666667;1;575;160394.6667
17;12912.66667;1;4783.333333;158333.3333
2290.666667;160352.6667;0.997762864;53459.33333;58035
220.3333333;42226.33333;1;4316.666667;80806.33333
448.3333333;43313.66667;1;12441.66667;94446.66667
159.6666667;66756.66667;0.943686953;4750;583604
28.66666667;20806.33333;0.848484849;1383.333333;236357.3333
57.66666667;25921.33333;0.972222222;1491.666667;1110
187;105244.3333;0.848524437;30316.66667;284001.3333
1047.666667;81490;0.936202186;6166.666667;162564.3333
821.3333333;52897.66667;0.857657816;6083.333333;10491
243.6666667;99306;0.991949886;17058.33333;14511
59.33333333;24220.66667;0.990740741;11784.33333;67025.66667
111.6666667;89768.66667;0.738895069;5691.666667;60
258.6666667;77536.66667;0.997089968;53642.33333;120
725;72434.33333;1;38200;19280
49.33333333;37078.66667;0.892779736;1700;145676
560.6666667;92631.33333;0.986006721;37883.33333;60
12.5;5926.5;1;20924;96044.33333
8;19382.66667;1;30608.33333;29421
874.6666667;81876.33333;0.995708971;3266.666667;660
1;3496;1;4675;70971.5
581.3333333;99971;0.870419918;40000;20760
5.333333333;18572.33333;0.492857143;7850;82783.66667
176;60245;0.918146718;6038;67217.66667
1281.333333;88232.66667;0.992455985;27833.33333;43971
893;43250.5;1;9850;23731.66667
152;122361;0.94466109;10891.66667;80
14;32640.33333;0.130952381;5425;103529.6667
123;74925.33333;1;15216.66667;15421.33333
102.3333333;104046;0.719077323;9483.333333;123286.6667
210;100450;0.967864784;10425;563354.3333
173;62978;0.996124031;1233.333333;409
29.66666667;21613;0.946236559;28833.33333;60
35.66666667;21205.33333;0.953598485;7758.333333;23572.5
201.3333333;168747.3333;1;54833.33333;300913.6667
238;238851.3333;0.876103486;6733.333333;4000
329.3333333;84971.66667;0.994268585;27000;150
489;82343.33333;1;7241.666667;38691.66667
96.66666667;107981.6667;0.972402597;4433.333333;38424
33;24341.33333;0.765277778;8266.666667;51705
84.33333333;147881.3333;0.811002264;33800;37698
685;62157.66667;0.995402299;8475;60
14;43259.33333;0.573271889;50616.66667;60
200.6666667;93328.33333;0.858393998;31608.33333;60
76;7479.5;1;2137.5;65000.5
699.6666667;137468;0.994699576;29541.66667;180
679.6666667;50986;0.956699346;23366.66667;48353.33333
939.3333333;18250;1;8850;108833.3333
100.3333333;26786.66667;0.933333333;2775;127356
1004.333333;72097.66667;0.99726776;23508.33333;12469
79;40209.66667;0.994535519;19150;7924.333333
18.66666667;32422;0.694962043;5650;180986.6667
95.66666667;17764.66667;0.980392157;53683.33333;150
154.3333333;115461;0.855719353;13808.33333;96666.66667
80.66666667;57212.66667;0.813116124;13083.33333;70955.33333
104.3333333;22522;0.945555556;10066.66667;20201
38.33333333;75550.66667;0.669084938;2337.5;20000
4.666666667;15108;0.083333333;6608.333333;190000
8.333333333;9386.666667;0.488095238;21316.66667;159272
70.66666667;29582.66667;0.845598846;8750;38620
25.66666667;11190;0.71969697;660.6666667;162212.3333
97.66666667;55996.33333;0.938840789;14258.33333;4926.5
3.5;16207.5;1;2750;59181
771.6666667;141297;0.822636977;5708.333333;103330
55.33333333;51880;0.811437909;74783.33333;90
398.3333333;293351;0.881125987;13700;143837.3333
90.66666667;61826.33333;1;1125;27090
199.6666667;80932.33333;0.922191458;20416.66667;165142.6667
1347.333333;61137.33333;0.995024876;5150;565
8.333333333;21576.33333;1;39500;66824.66667
3;3629;1;14641.66667;118544
96.33333333;114420;0.876726922;18291.66667;167366.3333
192.6666667;28874.33333;1;40216.66667;110100
1;4500;0.5;2633.333333;78375
544.3333333;49126;0.99007059;36875;1213
434.3333333;117843.3333;0.998044966;15041.66667;68388.66667
70.66666667;65389;1;4200;128526.3333
72.66666667;124311;0.986762596;10666.66667;12456
15.66666667;21006;0.726236726;3091.666667;41943
12;11478.33333;0.4647343;1641.666667;38547
30.66666667;17807;1;4562.5;200553.3333
181;106492.6667;1;1675;2200
176.3333333;42743.33333;1;9275;127460.6667
10.33333333;9784.666667;0.58994709;6671.666667;130712.3333
228.3333333;47210;0.990184574;2641.666667;30000
204.3333333;28345.33333;0.975863902;60991.66667;540
1;706;1;5908.333333;210158.3333
750.6666667;274379.6667;0.997167958;33033.33333;1620
517.6666667;78006.66667;1;11525;180
299.3333333;187868;0.922825881;9883.333333;11164
267;134462.3333;0.903105427;2633.333333;124905.5
47;59045.33333;0.827521368;4691.666667;3120
48;85507.33333;1;27575;7615.333333
935.6666667;127875;1;8775;51816
1748.333333;106666.6667;0.993812417;123475;14702
444;118763.3333;0.698907942;2016.666667;68150
57;40202.66667;1;9400;53000
6.333333333;12927;0.878338945;31025;77810.66667
34.33333333;10388;0.834795322;2009.666667;111530
23.66666667;17151.66667;0.916666667;4966.666667;257307.3333
1.666666667;8569;0.647435897;1683.333333;152950
5.666666667;7593.333333;0.400529101;5438;70457.33333
79;70639.5;0.994117647;2387.5;76680.33333
237;274582.6667;0.803596705;16835.33333;58920
59.33333333;73357.66667;1;11625;3405
15.33333333;48667.33333;0.931712963;39775;60
138.3333333;96366.66667;1;91416.66667;25252.66667
136;72209.33333;1;10583.33333;89620.66667
392.3333333;74648.33333;1;28116.66667;20855.66667
145.3333333;26909;0.985507246;3876.666667;332904.3333
22;50608.33333;0.93042328;15350;320
490.6666667;158844;0.978832598;5458.333333;77530
4;19409.33333;0.749206349;27266.66667;40034.66667
23.66666667;68771.33333;0.671794872;16400;3270
11;8060.666667;0.958333333;2225;78956
134.3333333;63459.33333;0.826599327;2975;59482.33333
123.6666667;89669.33333;1;9033.333333;76055
112.3333333;15020.33333;1;1283.333333;92398.33333
9;3081;0.866666667;8775;56247.66667
95.33333333;7962.666667;0.916666667;33441.66667;146828
40.66666667;98807.66667;0.503061939;300;18120
60.66666667;52409.33333;1;2466.666667;20001
120;20911.66667;0.988505747;24683.33333;73463.33333
647.3333333;113739.6667;0.839529239;6183.333333;297650
6;11183.66667;0.688888889;1275;44116.66667
10.33333333;17389;0.904761905;22500;135667.6667
60.33333333;107588;0.678107375;36433.33333;360
145.6666667;77138.66667;0.916794716;56100;270
1;4124.333333;0.644444444;3008.333333;76666.66667
133.3333333;42641;1;11583.33333;159391
69.33333333;8869.333333;0.980392157;2666.666667;32582.66667
30.66666667;34060.33333;0.955569462;75795.66667;261350.6667
7.333333333;18357.33333;0.717171717;1133.333333;166668.3333
451.3333333;76771.33333;0.989247312;75650;50001
5.666666667;20548.33333;0.587121212;10066.66667;113119.6667
104.6666667;38344.66667;0.98155929;13133.33333;51635
383;244202.3333;0.810423144;15741.66667;60
12.33333333;14265.66667;0.888888889;6816.666667;127769.6667
47.66666667;54418.33333;0.895454546;5691.666667;172271.6667
6;6563.666667;0.677192983;47258.66667;342129.6667
1;2238;0.666666667;975;85583
59.66666667;57819.33333;0.35066832;20593.33333;8357.5
4.666666667;9863;0.803174603;3058.333333;261307.3333
97;14744.66667;0.875116713;22983.33333;12530
33;57659.66667;0.47475573;33100;1980
46;12173.33333;1;3933.333333;72063
224.6666667;134135.6667;0.752792325;62191.66667;362328.6667
0.666666667;2194;0.933333333;1616.666667;416167.6667
11.33333333;10202.66667;1;21708.33333;27166.66667
40;11588;0.928571429;7200;58335.66667
4.666666667;18384;0.324242424;2750;109666.6667
213.3333333;33004.33333;0.966666667;3316.666667;86020
289.6666667;66203;0.562975097;33358.33333;27534
495;124730.6667;0.969904161;8108.333333;124340
2192.666667;212544.6667;0.989330158;34941.66667;1800
296;158047.3333;0.973753411;20258.33333;120
6;11759.66667;0.925;1800;70447
206.6666667;16881;0.958181507;100;41019
85.66666667;23031.66667;1;25463;237669.6667
2244.333333;153720;0.996212121;22875;25194
39;75214;0.991971326;8600;59606
94.33333333;60089;0.733013041;1883.333333;4140
85.33333333;12794.33333;0.911111111;25950;33908.66667
1.5;6056;0.928571429;78450;300
330.3333333;71201;0.989046122;13333.33333;22
84.33333333;72853;0.925352667;19275;72292.33333
1387;123843.6667;0.701631419;44591.66667;3200
14.5;35367.5;0.657088123;27775;5807.5
170.6666667;73613;0.991452992;37900;3703.666667
173;98872.66667;0.996996997;12250;36293.33333
756.6666667;213455;1;17508.33333;3465
248;40735;0.99898374;7708.333333;1050
72;43730;1;92275;240
1987.666667;107814.3333;1;14775;27851
443.3333333;64749.66667;0.641950681;11550;180
141.3333333;19723.33333;0.96969697;8608.333333;83760
301.3333333;183348.6667;0.924541765;5800;240
146;53819.66667;0.990196078;10775;574.6666667
64.66666667;18904;1;14700;35999.33333
902.3333333;130016.6667;0.995833333;61083.33333;180
115.6666667;77733.66667;1;70702;1894
0;301.5;1;3437.5;100762
228.3333333;331755;0.57515406;41666.66667;50001
48.33333333;6602;0.888888889;40500;69072
284.3333333;21071.33333;1;23398.33333;4669.666667
825.3333333;346395.3333;0.880889541;10616.66667;162806
25.33333333;25779;1;20286.66667;56363
60;94913;0.925102813;18341.66667;3000
444;102361.6667;0.966504982;48708.33333;15950.5
4;19672.66667;1;29716.66667;60
141.6666667;50662;0.806763285;4316.666667;76570.66667
956.3333333;45527.33333;1;6881.333333;44285.66667
56;23480;0.702798663;775;61704
1.333333333;2530.333333;1;72100;61745.66667
252;324960.6667;0.757363373;173275;31174
994.6666667;96418.33333;0.998242083;41266.66667;60635.33333
201.3333333;15760.33333;0.965305226;3666.666667;45967.66667
332.3333333;77925.66667;0.992063492;22183.33333;10979.33333
1019.666667;109902.3333;0.996007984;85650;99412.66667
3.666666667;8187.333333;1;1866.666667;72807.66667
994.6666667;91498.66667;0.993589744;19408.33333;50406.66667
209.6666667;92933.33333;0.503124889;12908.33333;15069
915.6666667;62099.66667;0.996588212;16791.66667;9240
12.33333333;23479.33333;0.938888889;1375;106944.6667
105;78456.33333;0.943809039;29791.66667;27163.33333
847.3333333;59933.33333;0.968650144;27983.33333;540
2;13293.66667;0.083333333;9733.333333;77530.66667
10.66666667;12330.66667;1;79333.33333;51923
2.666666667;37755.66667;0.622222222;5958.333333;186724.6667
160;55004.66667;0.958713584;10300;11252.5
121;251083.3333;0.994606468;1100;11763
1412.666667;131785.6667;0.985944261;8766.666667;97050
163.6666667;122356;0.997222222;11691.66667;65310.66667
30;17939.66667;0.637186343;43241;3398.333333
26.66666667;22556.33333;0.955908289;72166.66667;2700
262.3333333;105349;0.960770609;12616.66667;88248
79.33333333;22778;1;17341.66667;89948
205;249289;0.879091794;21766.66667;79437.33333
15.33333333;27132.33333;0.98245614;8941.666667;214549.3333
36.66666667;27368.33333;0.603448276;1425;286853
